법정동코드,시도명,시군구명,읍면동명,리명,계,70세이상 계,70세이상 인구비율
4680025031,전라남도,장흥군,장흥읍,영전리,122,46,37.704918032786885
4680025032,전라남도,장흥군,장흥읍,송암리,53,17,32.075471698113205
4680025033,전라남도,장흥군,장흥읍,평장리,144,52,36.11111111111111
4680025034,전라남도,장흥군,장흥읍,덕제리,166,55,33.13253012048193
4680025035,전라남도,장흥군,장흥읍,평화리,276,101,36.594202898550726
4680025037,전라남도,장흥군,장흥읍,건산리,7852,993,12.646459500764138
4680025038,전라남도,장흥군,장흥읍,향양리,506,144,28.458498023715418
4680025039,전라남도,장흥군,장흥읍,삼산리,25,14,56.00000000000001
4680025040,전라남도,장흥군,장흥읍,금산리,192,69,35.9375
4680025041,전라남도,장흥군,장흥읍,해당리,21,2,9.523809523809524
4680025042,전라남도,장흥군,장흥읍,상리,120,39,32.5
4680025043,전라남도,장흥군,장흥읍,축내리,81,22,27.160493827160494
4680025044,전라남도,장흥군,장흥읍,관덕리,93,18,19.35483870967742
4680025045,전라남도,장흥군,장흥읍,원도리,1582,149,9.418457648546145
4680025046,전라남도,장흥군,장흥읍,행원리,358,107,29.88826815642458
4680025047,전라남도,장흥군,장흥읍,연산리,128,50,39.0625
4680025048,전라남도,장흥군,장흥읍,우산리,289,67,23.18339100346021
4680025321,전라남도,장흥군,관산읍,남송리,218,55,25.229357798165136
4680025322,전라남도,장흥군,관산읍,성산리,167,64,38.32335329341318
4680025323,전라남도,장흥군,관산읍,부평리,129,42,32.55813953488372
4680025324,전라남도,장흥군,관산읍,농안리,59,18,30.508474576271187
4680025325,전라남도,장흥군,관산읍,용전리,164,69,42.073170731707314
4680025326,전라남도,장흥군,관산읍,옥당리,875,263,30.057142857142853
4680025327,전라남도,장흥군,관산읍,죽교리,353,116,32.86118980169972
4680025328,전라남도,장흥군,관산읍,방촌리,177,68,38.4180790960452
4680025329,전라남도,장흥군,관산읍,송촌리,192,78,40.625
4680025330,전라남도,장흥군,관산읍,지정리,136,64,47.05882352941176
4680025331,전라남도,장흥군,관산읍,신동리,296,111,37.5
4680025332,전라남도,장흥군,관산읍,삼산리,682,226,33.137829912023456
4680025333,전라남도,장흥군,관산읍,외동리,428,161,37.61682242990654
4680025334,전라남도,장흥군,관산읍,하발리,174,79,45.40229885057471
4680025335,전라남도,장흥군,관산읍,죽청리,209,85,40.66985645933015
4680025336,전라남도,장흥군,관산읍,고마리,316,106,33.54430379746836
4680025621,전라남도,장흥군,대덕읍,연지리,519,151,29.09441233140655
4680025622,전라남도,장흥군,대덕읍,연정리,461,142,30.80260303687636
4680025623,전라남도,장흥군,대덕읍,신월리,700,234,33.42857142857143
4680025624,전라남도,장흥군,대덕읍,도청리,356,132,37.07865168539326
4680025625,전라남도,장흥군,대덕읍,잠두리,294,106,36.054421768707485
4680025626,전라남도,장흥군,대덕읍,신리,278,98,35.25179856115108
4680025627,전라남도,장흥군,대덕읍,분토리,71,27,38.028169014084504
4680025628,전라남도,장흥군,대덕읍,옹암리,239,79,33.054393305439326
4680025629,전라남도,장흥군,대덕읍,가학리,196,72,36.734693877551024
4680031021,전라남도,장흥군,용산면,어산리,192,70,36.45833333333333
4680031022,전라남도,장흥군,용산면,운주리,119,38,31.932773109243694
4680031023,전라남도,장흥군,용산면,접정리,245,79,32.244897959183675
4680031024,전라남도,장흥군,용산면,월송리,102,41,40.19607843137255
4680031025,전라남도,장흥군,용산면,녹원리,87,31,35.63218390804598
4680031026,전라남도,장흥군,용산면,관지리,140,49,35.0
4680031027,전라남도,장흥군,용산면,상금리,181,65,35.91160220994475
4680031029,전라남도,장흥군,용산면,인암리,319,113,35.42319749216301
4680031030,전라남도,장흥군,용산면,모산리,96,37,38.54166666666667
4680031031,전라남도,장흥군,용산면,계산리,165,51,30.909090909090907
4680031032,전라남도,장흥군,용산면,덕암리,140,55,39.285714285714285
4680031033,전라남도,장흥군,용산면,풍길리,134,56,41.7910447761194
4680031034,전라남도,장흥군,용산면,상발리,189,66,34.92063492063492
4680031035,전라남도,장흥군,용산면,금곡리,77,41,53.246753246753244
4680032021,전라남도,장흥군,안양면,기산리,251,71,28.286852589641438
4680032022,전라남도,장흥군,안양면,비동리,166,40,24.096385542168676
4680032023,전라남도,장흥군,안양면,당암리,292,102,34.93150684931507
4680032024,전라남도,장흥군,안양면,운흥리,221,78,35.294117647058826
4680032025,전라남도,장흥군,안양면,수양리,87,25,28.735632183908045
4680032026,전라남도,장흥군,안양면,모령리,184,71,38.58695652173913
4680032027,전라남도,장흥군,안양면,지천리,90,28,31.11111111111111
4680032028,전라남도,장흥군,안양면,학송리,127,54,42.51968503937008
4680032029,전라남도,장흥군,안양면,신촌리,127,58,45.66929133858268
4680032030,전라남도,장흥군,안양면,수락리,85,24,28.235294117647058
4680032031,전라남도,장흥군,안양면,수문리,443,130,29.345372460496616
4680032032,전라남도,장흥군,안양면,사촌리,344,154,44.76744186046512
4680032033,전라남도,장흥군,안양면,해창리,246,83,33.739837398373986
4680033021,전라남도,장흥군,장동면,봉동리,103,57,55.33980582524271
4680033022,전라남도,장흥군,장동면,조양리,117,48,41.02564102564102
4680033023,전라남도,장흥군,장동면,배산리,125,59,47.199999999999996
4680033024,전라남도,장흥군,장동면,반산리,119,55,46.21848739495798
4680033025,전라남도,장흥군,장동면,북교리,276,100,36.231884057971016
4680033026,전라남도,장흥군,장동면,만년리,179,69,38.547486033519554
4680033027,전라남도,장흥군,장동면,하산리,46,11,23.91304347826087
4680033028,전라남도,장흥군,장동면,용곡리,168,60,35.714285714285715
4680034021,전라남도,장흥군,장평면,용강리,212,80,37.735849056603776
4680034022,전라남도,장흥군,장평면,등촌리,84,31,36.904761904761905
4680034023,전라남도,장흥군,장평면,양촌리,205,63,30.73170731707317
4680034024,전라남도,장흥군,장평면,축내리,141,55,39.00709219858156
4680034025,전라남도,장흥군,장평면,제산리,76,21,27.631578947368425
4680034026,전라남도,장흥군,장평면,봉림리,141,51,36.17021276595745
4680034027,전라남도,장흥군,장평면,우산리,154,54,35.064935064935064
4680034028,전라남도,장흥군,장평면,병동리,90,22,24.444444444444443
4680034029,전라남도,장흥군,장평면,청용리,131,65,49.61832061068702
4680034030,전라남도,장흥군,장평면,기동리,133,45,33.83458646616541
4680034031,전라남도,장흥군,장평면,선정리,107,42,39.25233644859813
4680034032,전라남도,장흥군,장평면,녹양리,79,44,55.69620253164557
4680034033,전라남도,장흥군,장평면,임리,58,22,37.93103448275862
4680034034,전라남도,장흥군,장평면,내동리,61,36,59.01639344262295
4680034035,전라남도,장흥군,장평면,어곡리,59,23,38.983050847457626
4680034036,전라남도,장흥군,장평면,복흥리,53,25,47.16981132075472
4680034037,전라남도,장흥군,장평면,진산리,50,29,57.99999999999999
4680034038,전라남도,장흥군,장평면,두봉리,100,35,35.0
4680034039,전라남도,장흥군,장평면,광평리,52,24,46.15384615384615
4680035021,전라남도,장흥군,유치면,대리,13,6,46.15384615384615
4680035023,전라남도,장흥군,유치면,신월리,40,18,45.0
4680035026,전라남도,장흥군,유치면,송정리,7,3,42.857142857142854
4680035027,전라남도,장흥군,유치면,신풍리,78,36,46.15384615384615
4680035028,전라남도,장흥군,유치면,조양리,140,43,30.714285714285715
4680035029,전라남도,장흥군,유치면,반월리,106,44,41.509433962264154
4680035030,전라남도,장흥군,유치면,관동리,96,31,32.29166666666667
4680035031,전라남도,장흥군,유치면,용문리,42,10,23.809523809523807
4680035032,전라남도,장흥군,유치면,봉덕리,130,39,30.0
4680035033,전라남도,장흥군,유치면,대천리,79,28,35.44303797468354
4680035034,전라남도,장흥군,유치면,운월리,149,35,23.48993288590604
4680035036,전라남도,장흥군,유치면,원등리,94,22,23.404255319148938
4680036021,전라남도,장흥군,부산면,내안리,198,59,29.797979797979796
4680036022,전라남도,장흥군,부산면,구룡리,223,95,42.600896860986545
4680036023,전라남도,장흥군,부산면,유량리,200,61,30.5
4680036024,전라남도,장흥군,부산면,지천리,38,10,26.31578947368421
4680036025,전라남도,장흥군,부산면,용반리,166,67,40.36144578313253
4680036026,전라남도,장흥군,부산면,금자리,180,73,40.55555555555556
4680036027,전라남도,장흥군,부산면,호계리,146,74,50.68493150684932
4680036028,전라남도,장흥군,부산면,기동리,116,45,38.793103448275865
4680036029,전라남도,장흥군,부산면,부춘리,85,51,60.0
4680037021,전라남도,장흥군,회진면,진목리,501,176,35.12974051896208
4680037022,전라남도,장흥군,회진면,회진리,1047,320,30.563514804202484
4680037023,전라남도,장흥군,회진면,덕산리,440,180,40.909090909090914
4680037024,전라남도,장흥군,회진면,신상리,326,121,37.11656441717792
4680037025,전라남도,장흥군,회진면,대리,249,83,33.33333333333333
4681025021,전라남도,강진군,강진읍,동성리,2283,444,19.44809461235217
4681025022,전라남도,강진군,강진읍,남성리,1546,290,18.758085381630014
4681025023,전라남도,강진군,강진읍,서성리,3971,384,9.670108285066734
4681025024,전라남도,강진군,강진읍,교촌리,312,99,31.73076923076923
4681025025,전라남도,강진군,강진읍,목리,547,164,29.981718464351005
4681025026,전라남도,강진군,강진읍,평동리,1939,293,15.110881897885509
4681025027,전라남도,강진군,강진읍,남포리,241,70,29.045643153526974
4681025028,전라남도,강진군,강진읍,학명리,428,130,30.373831775700932
4681025029,전라남도,강진군,강진읍,영파리,213,68,31.92488262910798
4681025030,전라남도,강진군,강진읍,임천리,132,43,32.57575757575758
4681025031,전라남도,강진군,강진읍,덕남리,332,122,36.74698795180723
4681025032,전라남도,강진군,강진읍,송전리,300,102,34.0
4681025033,전라남도,강진군,강진읍,송덕리,178,68,38.20224719101123
4681025034,전라남도,강진군,강진읍,춘전리,317,98,30.914826498422716
4681025035,전라남도,강진군,강진읍,서산리,246,85,34.552845528455286
4681031021,전라남도,강진군,군동면,파산리,239,73,30.543933054393307
4681031022,전라남도,강진군,군동면,호계리,2043,273,13.362701908957417
4681031023,전라남도,강진군,군동면,라천리,378,128,33.86243386243386
4681031024,전라남도,강진군,군동면,금강리,230,77,33.47826086956522
4681031025,전라남도,강진군,군동면,화산리,199,95,47.73869346733669
4681031026,전라남도,강진군,군동면,용소리,201,67,33.33333333333333
4681031027,전라남도,강진군,군동면,풍동리,173,83,47.97687861271676
4681031028,전라남도,강진군,군동면,장산리,139,61,43.884892086330936
4681031029,전라남도,강진군,군동면,덕천리,128,53,41.40625
4681031030,전라남도,강진군,군동면,석교리,71,36,50.70422535211267
4681031031,전라남도,강진군,군동면,쌍덕리,166,73,43.97590361445783
4681031032,전라남도,강진군,군동면,금사리,147,48,32.6530612244898
4681031033,전라남도,강진군,군동면,삼신리,214,82,38.31775700934579
4681032021,전라남도,강진군,칠량면,송로리,267,91,34.08239700374532
4681032022,전라남도,강진군,칠량면,동백리,152,66,43.42105263157895
4681032023,전라남도,강진군,칠량면,영동리,373,139,37.26541554959786
4681032024,전라남도,강진군,칠량면,현평리,69,34,49.275362318840585
4681032025,전라남도,강진군,칠량면,봉황리,259,102,39.38223938223938
4681032026,전라남도,강진군,칠량면,영복리,192,60,31.25
4681032027,전라남도,강진군,칠량면,송정리,161,60,37.267080745341616
4681032028,전라남도,강진군,칠량면,삼흥리,77,23,29.87012987012987
4681032029,전라남도,강진군,칠량면,단월리,201,66,32.83582089552239
4681032030,전라남도,강진군,칠량면,명주리,97,31,31.958762886597935
4681032031,전라남도,강진군,칠량면,흥학리,97,38,39.175257731958766
4681032032,전라남도,강진군,칠량면,장계리,171,66,38.59649122807017
4681033021,전라남도,강진군,대구면,수동리,218,85,38.99082568807339
4681033022,전라남도,강진군,대구면,사당리,211,78,36.96682464454976
4681033023,전라남도,강진군,대구면,용운리,79,30,37.9746835443038
4681033024,전라남도,강진군,대구면,계율리,136,55,40.44117647058824
4681033029,전라남도,강진군,대구면,구수리,194,80,41.23711340206185
4681033030,전라남도,강진군,대구면,저두리,212,81,38.20754716981132
4681034021,전라남도,강진군,도암면,덕서리,156,64,41.02564102564102
4681034022,전라남도,강진군,도암면,계라리,191,77,40.31413612565445
4681034023,전라남도,강진군,도암면,지석리,149,64,42.95302013422819
4681034024,전라남도,강진군,도암면,강정리,85,39,45.88235294117647
4681034025,전라남도,강진군,도암면,덕년리,89,38,42.69662921348314
4681034026,전라남도,강진군,도암면,만덕리,264,87,32.95454545454545
4681034027,전라남도,강진군,도암면,학장리,174,72,41.37931034482759
4681034028,전라남도,강진군,도암면,신기리,244,89,36.47540983606557
4681034029,전라남도,강진군,도암면,용흥리,191,89,46.596858638743456
4681034030,전라남도,강진군,도암면,항촌리,495,205,41.41414141414141
4681034031,전라남도,강진군,도암면,석문리,284,117,41.19718309859155
4681034032,전라남도,강진군,도암면,봉황리,46,10,21.73913043478261
4681035021,전라남도,강진군,신전면,수양리,320,113,35.3125
4681035022,전라남도,강진군,신전면,용월리,369,131,35.50135501355013
4681035023,전라남도,강진군,신전면,벌정리,225,91,40.44444444444444
4681035024,전라남도,강진군,신전면,사초리,254,97,38.188976377952756
4681035025,전라남도,강진군,신전면,송천리,146,57,39.04109589041096
4681035026,전라남도,강진군,신전면,용화리,208,93,44.71153846153847
4681035027,전라남도,강진군,신전면,영관리,141,55,39.00709219858156
4681036021,전라남도,강진군,성전면,월남리,284,93,32.74647887323944
4681036022,전라남도,강진군,성전면,월하리,202,77,38.11881188118812
4681036023,전라남도,강진군,성전면,송월리,208,92,44.230769230769226
4681036024,전라남도,강진군,성전면,월평리,461,119,25.813449023861175
4681036025,전라남도,강진군,성전면,영풍리,243,102,41.9753086419753
4681036026,전라남도,강진군,성전면,명산리,206,98,47.57281553398058
4681036027,전라남도,강진군,성전면,수양리,187,69,36.898395721925134
4681036028,전라남도,강진군,성전면,성전리,327,104,31.804281345565748
4681036029,전라남도,강진군,성전면,도림리,200,71,35.5
4681036030,전라남도,강진군,성전면,금당리,149,53,35.57046979865772
4681036031,전라남도,강진군,성전면,송학리,154,66,42.857142857142854
4681037021,전라남도,강진군,작천면,군자리,92,32,34.78260869565217
4681037022,전라남도,강진군,작천면,용상리,166,76,45.78313253012048
4681037023,전라남도,강진군,작천면,삼열리,135,47,34.81481481481482
4681037024,전라남도,강진군,작천면,내기리,162,62,38.2716049382716
4681037025,전라남도,강진군,작천면,토마리,75,30,40.0
4681037026,전라남도,강진군,작천면,이남리,96,39,40.625
4681037027,전라남도,강진군,작천면,야흥리,132,51,38.63636363636363
4681037028,전라남도,강진군,작천면,삼당리,197,82,41.62436548223351
4681037029,전라남도,강진군,작천면,평기리,105,50,47.61904761904761
4681037030,전라남도,강진군,작천면,현산리,163,71,43.558282208588956
4681037031,전라남도,강진군,작천면,갈동리,204,69,33.82352941176471
4681037032,전라남도,강진군,작천면,평리,258,86,33.33333333333333
4681038021,전라남도,강진군,병영면,상낙리,94,37,39.361702127659576
4681038022,전라남도,강진군,병영면,지로리,98,34,34.69387755102041
4681038023,전라남도,강진군,병영면,박동리,98,45,45.91836734693878
4681038024,전라남도,강진군,병영면,성동리,121,52,42.97520661157025
4681038025,전라남도,강진군,병영면,삼인리,326,106,32.515337423312886
4681038026,전라남도,강진군,병영면,성남리,205,55,26.82926829268293
4681038027,전라남도,강진군,병영면,한학리,116,40,34.48275862068966
4681038028,전라남도,강진군,병영면,상고리,69,33,47.82608695652174
4681038029,전라남도,강진군,병영면,중고리,135,44,32.592592592592595
4681038030,전라남도,강진군,병영면,하고리,110,43,39.09090909090909
4681038031,전라남도,강진군,병영면,도룡리,68,29,42.64705882352941
4681038032,전라남도,강진군,병영면,삭양리,86,35,40.69767441860465
4681039021,전라남도,강진군,옴천면,봉림리,103,41,39.80582524271845
4681039022,전라남도,강진군,옴천면,황막리,70,32,45.714285714285715
4681039023,전라남도,강진군,옴천면,영산리,109,55,50.45871559633027
4681039024,전라남도,강진군,옴천면,월곡리,34,21,61.76470588235294
4681039025,전라남도,강진군,옴천면,기좌리,78,29,37.17948717948718
4681039026,전라남도,강진군,옴천면,개산리,130,45,34.61538461538461
4681039027,전라남도,강진군,옴천면,정정리,74,23,31.08108108108108
4681040021,전라남도,강진군,마량면,영동리,76,26,34.21052631578947
4681040022,전라남도,강진군,마량면,상흥리,126,49,38.88888888888889
4681040023,전라남도,강진군,마량면,원포리,254,118,46.45669291338583
4681040024,전라남도,강진군,마량면,마량리,1104,261,23.641304347826086
4681040025,전라남도,강진군,마량면,수인리,118,49,41.52542372881356
4682025021,전라남도,해남군,해남읍,해리,8432,895,10.614326375711574
4682025022,전라남도,해남군,해남읍,평동리,946,216,22.832980972515855
4682025023,전라남도,해남군,해남읍,읍내리,228,33,14.473684210526317
4682025024,전라남도,해남군,해남읍,고도리,1541,296,19.208306294613887
4682025025,전라남도,해남군,해남읍,남외리,1281,261,20.374707259953162
4682025026,전라남도,해남군,해남읍,성내리,325,58,17.846153846153847
4682025027,전라남도,해남군,해남읍,수성리,1593,265,16.635279347143754
4682025028,전라남도,해남군,해남읍,신안리,263,61,23.193916349809886
4682025029,전라남도,해남군,해남읍,연동리,351,77,21.937321937321936
4682025030,전라남도,해남군,해남읍,안동리,190,62,32.631578947368425
4682025031,전라남도,해남군,해남읍,백야리,228,77,33.771929824561404
4682025032,전라남도,해남군,해남읍,내사리,369,122,33.06233062330624
4682025033,전라남도,해남군,해남읍,남동리,279,85,30.46594982078853
4682025034,전라남도,해남군,해남읍,남천리,234,81,34.61538461538461
4682025035,전라남도,해남군,해남읍,용정리,327,94,28.74617737003058
4682025036,전라남도,해남군,해남읍,구교리,7009,626,8.931373947781424
4682025037,전라남도,해남군,해남읍,복평리,299,76,25.418060200668897
4682031021,전라남도,해남군,삼산면,신흥리,286,76,26.573426573426573
4682031022,전라남도,해남군,삼산면,창리,212,70,33.0188679245283
4682031023,전라남도,해남군,삼산면,송정리,154,50,32.467532467532465
4682031024,전라남도,해남군,삼산면,봉학리,193,76,39.37823834196891
4682031025,전라남도,해남군,삼산면,원진리,408,115,28.186274509803923
4682031026,전라남도,해남군,삼산면,충리,374,125,33.42245989304813
4682031027,전라남도,해남군,삼산면,구림리,480,153,31.874999999999996
4682031028,전라남도,해남군,삼산면,평활리,499,174,34.86973947895792
4682031029,전라남도,해남군,삼산면,상가리,169,57,33.72781065088758
4682032021,전라남도,해남군,화산면,해창리,128,52,40.625
4682032022,전라남도,해남군,화산면,금풍리,151,58,38.41059602649007
4682032023,전라남도,해남군,화산면,연곡리,167,75,44.91017964071856
4682032024,전라남도,해남군,화산면,율동리,89,40,44.9438202247191
4682032025,전라남도,해남군,화산면,가좌리,181,75,41.43646408839779
4682032026,전라남도,해남군,화산면,관동리,239,92,38.49372384937239
4682032027,전라남도,해남군,화산면,월호리,177,60,33.89830508474576
4682032028,전라남도,해남군,화산면,연정리,117,49,41.88034188034188
4682032029,전라남도,해남군,화산면,방축리,474,171,36.075949367088604
4682032030,전라남도,해남군,화산면,부길리,108,53,49.074074074074076
4682032031,전라남도,해남군,화산면,송산리,120,55,45.83333333333333
4682032032,전라남도,해남군,화산면,석호리,210,82,39.04761904761905
4682032033,전라남도,해남군,화산면,안호리,175,61,34.85714285714286
4682032034,전라남도,해남군,화산면,평호리,405,110,27.160493827160494
4682032035,전라남도,해남군,화산면,삼마리,213,17,7.981220657276995
4682033021,전라남도,해남군,현산면,만안리,89,36,40.44943820224719
4682033022,전라남도,해남군,현산면,구시리,135,34,25.185185185185183
4682033023,전라남도,해남군,현산면,고현리,191,78,40.83769633507853
4682033024,전라남도,해남군,현산면,덕흥리,106,39,36.79245283018868
4682033025,전라남도,해남군,현산면,일평리,315,90,28.57142857142857
4682033026,전라남도,해남군,현산면,읍호리,147,61,41.49659863945578
4682033027,전라남도,해남군,현산면,백포리,323,110,34.05572755417957
4682033028,전라남도,해남군,현산면,초호리,284,121,42.6056338028169
4682033029,전라남도,해남군,현산면,황산리,287,116,40.41811846689895
4682033030,전라남도,해남군,현산면,구산리,189,72,38.095238095238095
4682033031,전라남도,해남군,현산면,조산리,177,56,31.63841807909605
4682033032,전라남도,해남군,현산면,월송리,417,160,38.36930455635492
4682034021,전라남도,해남군,송지면,금강리,210,80,38.095238095238095
4682034022,전라남도,해남군,송지면,군곡리,261,105,40.229885057471265
4682034023,전라남도,해남군,송지면,가차리,273,106,38.82783882783883
4682034024,전라남도,해남군,송지면,학가리,318,89,27.9874213836478
4682034025,전라남도,해남군,송지면,우근리,94,27,28.723404255319153
4682034026,전라남도,해남군,송지면,미야리,372,117,31.451612903225808
4682034027,전라남도,해남군,송지면,산정리,990,223,22.525252525252526
4682034028,전라남도,해남군,송지면,어란리,1206,296,24.543946932006634
4682034029,전라남도,해남군,송지면,소죽리,208,76,36.53846153846153
4682034030,전라남도,해남군,송지면,송호리,809,188,23.23856613102596
4682034031,전라남도,해남군,송지면,통호리,308,112,36.36363636363637
4682034032,전라남도,해남군,송지면,마봉리,246,106,43.08943089430895
4682034033,전라남도,해남군,송지면,해원리,160,59,36.875
4682034034,전라남도,해남군,송지면,서정리,226,74,32.743362831858406
4682035021,전라남도,해남군,북평면,남창리,732,239,32.650273224043715
4682035022,전라남도,해남군,북평면,이진리,270,99,36.666666666666664
4682035023,전라남도,해남군,북평면,서홍리,355,158,44.50704225352113
4682035024,전라남도,해남군,북평면,평암리,194,62,31.958762886597935
4682035025,전라남도,해남군,북평면,영전리,379,148,39.050131926121374
4682035026,전라남도,해남군,북평면,오산리,187,69,36.898395721925134
4682035027,전라남도,해남군,북평면,동해리,244,84,34.42622950819672
4682035028,전라남도,해남군,북평면,와룡리,233,91,39.05579399141631
4682036021,전라남도,해남군,북일면,만수리,194,67,34.5360824742268
4682036022,전라남도,해남군,북일면,금당리,166,72,43.373493975903614
4682036023,전라남도,해남군,북일면,신월리,262,80,30.53435114503817
4682036024,전라남도,해남군,북일면,흥촌리,390,137,35.128205128205124
4682036025,전라남도,해남군,북일면,운전리,209,88,42.10526315789473
4682036026,전라남도,해남군,북일면,용일리,204,96,47.05882352941176
4682036027,전라남도,해남군,북일면,방산리,212,69,32.54716981132076
4682036028,전라남도,해남군,북일면,내동리,313,152,48.56230031948881
4682037021,전라남도,해남군,옥천면,영춘리,612,196,32.02614379084967
4682037022,전라남도,해남군,옥천면,영신리,274,71,25.91240875912409
4682037023,전라남도,해남군,옥천면,신계리,123,33,26.82926829268293
4682037024,전라남도,해남군,옥천면,신죽리,160,64,40.0
4682037025,전라남도,해남군,옥천면,팔산리,186,79,42.473118279569896
4682037026,전라남도,해남군,옥천면,월평리,94,41,43.61702127659575
4682037027,전라남도,해남군,옥천면,용산리,166,60,36.144578313253014
4682037028,전라남도,해남군,옥천면,성산리,105,33,31.428571428571427
4682037029,전라남도,해남군,옥천면,흑천리,151,57,37.74834437086093
4682037030,전라남도,해남군,옥천면,청신리,155,66,42.58064516129032
4682037031,전라남도,해남군,옥천면,대산리,121,41,33.88429752066116
4682037032,전라남도,해남군,옥천면,백호리,271,94,34.686346863468636
4682037033,전라남도,해남군,옥천면,송산리,275,104,37.81818181818182
4682037034,전라남도,해남군,옥천면,용동리,145,57,39.310344827586206
4682038021,전라남도,해남군,계곡면,성진리,227,87,38.32599118942731
4682038022,전라남도,해남군,계곡면,법곡리,139,61,43.884892086330936
4682038023,전라남도,해남군,계곡면,강절리,80,25,31.25
4682038024,전라남도,해남군,계곡면,당산리,180,81,45.0
4682038025,전라남도,해남군,계곡면,장소리,91,43,47.25274725274725
4682038026,전라남도,해남군,계곡면,선진리,109,39,35.77981651376147
4682038027,전라남도,해남군,계곡면,반계리,164,78,47.5609756097561
4682038028,전라남도,해남군,계곡면,방춘리,98,43,43.87755102040816
4682038029,전라남도,해남군,계곡면,덕정리,185,62,33.513513513513516
4682038030,전라남도,해남군,계곡면,여수리,176,69,39.20454545454545
4682038031,전라남도,해남군,계곡면,사정리,167,76,45.50898203592814
4682038032,전라남도,해남군,계곡면,가학리,196,88,44.89795918367347
4682038033,전라남도,해남군,계곡면,잠두리,109,34,31.19266055045872
4682038034,전라남도,해남군,계곡면,신평리,80,29,36.25
4682038035,전라남도,해남군,계곡면,황죽리,37,22,59.45945945945946
4682039021,전라남도,해남군,마산면,화내리,226,83,36.72566371681416
4682039022,전라남도,해남군,마산면,장촌리,75,37,49.333333333333336
4682039023,전라남도,해남군,마산면,맹진리,126,56,44.44444444444444
4682039024,전라남도,해남군,마산면,송석리,182,62,34.065934065934066
4682039025,전라남도,해남군,마산면,외호리,88,37,42.04545454545455
4682039026,전라남도,해남군,마산면,산막리,89,37,41.57303370786517
4682039027,전라남도,해남군,마산면,노하리,128,58,45.3125
4682039028,전라남도,해남군,마산면,연구리,299,103,34.448160535117054
4682039029,전라남도,해남군,마산면,학의리,311,120,38.58520900321543
4682039030,전라남도,해남군,마산면,용전리,289,103,35.6401384083045
4682039031,전라남도,해남군,마산면,상등리,453,134,29.58057395143488
4682040021,전라남도,해남군,황산면,일신리,118,42,35.59322033898305
4682040022,전라남도,해남군,황산면,원호리,264,95,35.984848484848484
4682040023,전라남도,해남군,황산면,연호리,313,115,36.74121405750799
4682040024,전라남도,해남군,황산면,송호리,346,106,30.63583815028902
4682040025,전라남도,해남군,황산면,우항리,881,244,27.695800227014754
4682040026,전라남도,해남군,황산면,호동리,213,74,34.74178403755869
4682040027,전라남도,해남군,황산면,한자리,530,167,31.50943396226415
4682040028,전라남도,해남군,황산면,남리리,213,59,27.699530516431924
4682040029,전라남도,해남군,황산면,연당리,193,67,34.715025906735754
4682040030,전라남도,해남군,황산면,외입리,184,86,46.73913043478261
4682040031,전라남도,해남군,황산면,부곡리,444,143,32.207207207207205
4682040032,전라남도,해남군,황산면,관춘리,385,147,38.18181818181819
4682040033,전라남도,해남군,황산면,옥동리,267,101,37.82771535580524
4682041021,전라남도,해남군,산이면,노송리,168,64,38.095238095238095
4682041022,전라남도,해남군,산이면,금송리,253,107,42.29249011857708
4682041023,전라남도,해남군,산이면,덕호리,294,104,35.374149659863946
4682041024,전라남도,해남군,산이면,예정리,160,43,26.875
4682041025,전라남도,해남군,산이면,송천리,118,41,34.74576271186441
4682041026,전라남도,해남군,산이면,초송리,597,169,28.30820770519263
4682041027,전라남도,해남군,산이면,진산리,216,56,25.925925925925924
4682041028,전라남도,해남군,산이면,대진리,386,134,34.715025906735754
4682041029,전라남도,해남군,산이면,덕송리,226,74,32.743362831858406
4682041030,전라남도,해남군,산이면,구성리,159,33,20.754716981132077
4682041031,전라남도,해남군,산이면,상공리,301,89,29.568106312292358
4682041032,전라남도,해남군,산이면,부동리,304,89,29.276315789473685
4682041033,전라남도,해남군,산이면,금호리,290,112,38.62068965517241
4682042021,전라남도,해남군,문내면,용암리,496,163,32.86290322580645
4682042022,전라남도,해남군,문내면,석교리,334,131,39.221556886227546
4682042023,전라남도,해남군,문내면,동외리,732,170,23.224043715846996
4682042024,전라남도,해남군,문내면,선두리,220,81,36.81818181818181
4682042025,전라남도,해남군,문내면,학동리,308,99,32.142857142857146
4682042026,전라남도,해남군,문내면,서상리,171,62,36.25730994152047
4682042027,전라남도,해남군,문내면,예락리,431,125,29.00232018561485
4682042028,전라남도,해남군,문내면,난대리,83,30,36.144578313253014
4682042029,전라남도,해남군,문내면,충평리,184,59,32.065217391304344
4682042030,전라남도,해남군,문내면,무고리,464,180,38.793103448275865
4682042031,전라남도,해남군,문내면,고당리,165,54,32.72727272727273
4682042032,전라남도,해남군,문내면,고평리,134,53,39.55223880597015
4682043021,전라남도,해남군,화원면,청용리,551,136,24.682395644283122
4682043022,전라남도,해남군,화원면,금평리,282,72,25.53191489361702
4682043023,전라남도,해남군,화원면,신덕리,201,67,33.33333333333333
4682043024,전라남도,해남군,화원면,영호리,277,99,35.74007220216607
4682043025,전라남도,해남군,화원면,마산리,191,56,29.31937172774869
4682043026,전라남도,해남군,화원면,구림리,164,45,27.439024390243905
4682043027,전라남도,해남군,화원면,월호리,154,61,39.61038961038961
