법정동코드,시도명,시군구명,읍면동명,리명,계,70세이상 계,70세이상 인구비율
4623036023,전라남도,광양시,다압면,고사리,495,156,31.515151515151512
4623036024,전라남도,광양시,다압면,금천리,358,115,32.122905027932966
4623036025,전라남도,광양시,다압면,하천리,43,11,25.581395348837212
4671025021,전라남도,담양군,담양읍,담주리,446,120,26.905829596412556
4671025022,전라남도,담양군,담양읍,천변리,1127,232,20.585625554569653
4671025023,전라남도,담양군,담양읍,지침리,1629,235,14.426028238182933
4671025024,전라남도,담양군,담양읍,객사리,1248,288,23.076923076923077
4671025025,전라남도,담양군,담양읍,백동리,3786,541,14.289487585842577
4671025026,전라남도,담양군,담양읍,남산리,343,64,18.658892128279884
4671025027,전라남도,담양군,담양읍,향교리,495,107,21.616161616161616
4671025028,전라남도,담양군,담양읍,만성리,445,134,30.112359550561795
4671025029,전라남도,담양군,담양읍,양각리,486,156,32.098765432098766
4671025030,전라남도,담양군,담양읍,강쟁리,611,204,33.387888707037646
4671025031,전라남도,담양군,담양읍,반룡리,334,107,32.035928143712574
4671025032,전라남도,담양군,담양읍,오계리,880,61,6.931818181818182
4671025033,전라남도,담양군,담양읍,학동리,216,52,24.074074074074073
4671025034,전라남도,담양군,담양읍,금월리,176,62,35.22727272727273
4671025035,전라남도,담양군,담양읍,삼만리,462,92,19.913419913419915
4671025036,전라남도,담양군,담양읍,운교리,125,31,24.8
4671025037,전라남도,담양군,담양읍,삼다리,286,87,30.419580419580424
4671025038,전라남도,담양군,담양읍,가산리,297,119,40.06734006734007
4671025039,전라남도,담양군,담양읍,담빛리,1827,83,4.542966611932129
4671031021,전라남도,담양군,봉산면,대추리,463,143,30.885529157667385
4671031022,전라남도,담양군,봉산면,제월리,321,82,25.54517133956386
4671031023,전라남도,담양군,봉산면,신학리,244,80,32.78688524590164
4671031024,전라남도,담양군,봉산면,기곡리,441,116,26.303854875283445
4671031025,전라남도,담양군,봉산면,연동리,234,82,35.04273504273504
4671031026,전라남도,담양군,봉산면,유산리,184,49,26.6304347826087
4671031027,전라남도,담양군,봉산면,양지리,193,54,27.979274611398964
4671031028,전라남도,담양군,봉산면,와우리,375,103,27.46666666666667
4671031029,전라남도,담양군,봉산면,삼지리,173,62,35.83815028901734
4671032021,전라남도,담양군,고서면,교산리,191,63,32.98429319371728
4671032022,전라남도,담양군,고서면,고읍리,299,80,26.755852842809364
4671032023,전라남도,담양군,고서면,분향리,157,48,30.573248407643312
4671032024,전라남도,담양군,고서면,금현리,169,61,36.09467455621302
4671032025,전라남도,담양군,고서면,성월리,403,102,25.31017369727047
4671032026,전라남도,담양군,고서면,보촌리,174,52,29.88505747126437
4671032027,전라남도,담양군,고서면,주산리,325,97,29.846153846153843
4671032028,전라남도,담양군,고서면,원강리,276,87,31.521739130434785
4671032029,전라남도,담양군,고서면,동운리,767,187,24.38070404172099
4671032030,전라남도,담양군,고서면,산덕리,213,67,31.455399061032864
4671033521,전라남도,담양군,가사문학면,학선리,38,14,36.84210526315789
4671033522,전라남도,담양군,가사문학면,지곡리,149,35,23.48993288590604
4671033523,전라남도,담양군,가사문학면,연천리,248,72,29.03225806451613
4671033524,전라남도,담양군,가사문학면,정곡리,149,48,32.21476510067114
4671033525,전라남도,담양군,가사문학면,경상리,50,19,38.0
4671033526,전라남도,담양군,가사문학면,무동리,75,29,38.666666666666664
4671033527,전라남도,담양군,가사문학면,만월리,94,24,25.53191489361702
4671033528,전라남도,담양군,가사문학면,구산리,85,23,27.058823529411764
4671033529,전라남도,담양군,가사문학면,인암리,94,37,39.361702127659576
4671033530,전라남도,담양군,가사문학면,가암리,125,40,32.0
4671033531,전라남도,담양군,가사문학면,풍암리,83,28,33.734939759036145
4671034021,전라남도,담양군,창평면,창평리,727,168,23.108665749656122
4671034022,전라남도,담양군,창평면,삼천리,316,103,32.594936708860764
4671034023,전라남도,담양군,창평면,용수리,386,96,24.870466321243523
4671034024,전라남도,담양군,창평면,유천리,315,72,22.857142857142858
4671034025,전라남도,담양군,창평면,오강리,215,57,26.51162790697674
4671034026,전라남도,담양군,창평면,의항리,292,67,22.945205479452056
4671034027,전라남도,담양군,창평면,일산리,165,64,38.78787878787879
4671034028,전라남도,담양군,창평면,장화리,219,68,31.05022831050228
4671034029,전라남도,담양군,창평면,유곡리,302,91,30.132450331125828
4671034030,전라남도,담양군,창평면,해곡리,341,122,35.77712609970675
4671034031,전라남도,담양군,창평면,광덕리,217,54,24.88479262672811
4671034032,전라남도,담양군,창평면,외동리,53,22,41.509433962264154
4671035021,전라남도,담양군,대덕면,매산리,387,93,24.031007751937985
4671035022,전라남도,담양군,대덕면,장산리,136,40,29.411764705882355
4671035023,전라남도,담양군,대덕면,비차리,143,50,34.96503496503497
4671035024,전라남도,담양군,대덕면,금산리,227,49,21.58590308370044
4671035025,전라남도,담양군,대덕면,성곡리,107,30,28.037383177570092
4671035026,전라남도,담양군,대덕면,문학리,140,44,31.428571428571427
4671035027,전라남도,담양군,대덕면,운암리,274,70,25.547445255474454
4671035028,전라남도,담양군,대덕면,용대리,129,42,32.55813953488372
4671035029,전라남도,담양군,대덕면,갈전리,120,32,26.666666666666668
4671035030,전라남도,담양군,대덕면,운산리,93,21,22.58064516129032
4671035031,전라남도,담양군,대덕면,입석리,119,28,23.52941176470588
4671036021,전라남도,담양군,무정면,봉안리,318,93,29.245283018867923
4671036022,전라남도,담양군,무정면,오룡리,465,103,22.1505376344086
4671036023,전라남도,담양군,무정면,오봉리,87,29,33.33333333333333
4671036024,전라남도,담양군,무정면,영천리,244,80,32.78688524590164
4671036025,전라남도,담양군,무정면,성도리,216,58,26.851851851851855
4671036026,전라남도,담양군,무정면,동산리,306,125,40.849673202614376
4671036027,전라남도,담양군,무정면,안평리,71,25,35.2112676056338
4671036028,전라남도,담양군,무정면,덕곡리,124,39,31.451612903225808
4671036029,전라남도,담양군,무정면,서흥리,64,32,50.0
4671036030,전라남도,담양군,무정면,정석리,80,23,28.749999999999996
4671036031,전라남도,담양군,무정면,평지리,130,49,37.69230769230769
4671036032,전라남도,담양군,무정면,동강리,128,43,33.59375
4671036033,전라남도,담양군,무정면,오례리,173,51,29.47976878612717
4671037021,전라남도,담양군,금성면,원천리,115,41,35.65217391304348
4671037022,전라남도,담양군,금성면,석현리,447,140,31.319910514541387
4671037023,전라남도,담양군,금성면,대성리,389,119,30.59125964010283
4671037024,전라남도,담양군,금성면,원율리,275,93,33.81818181818182
4671037025,전라남도,담양군,금성면,금성리,284,67,23.591549295774648
4671037026,전라남도,담양군,금성면,덕성리,185,60,32.432432432432435
4671037027,전라남도,담양군,금성면,봉서리,247,82,33.198380566801625
4671037028,전라남도,담양군,금성면,대곡리,247,82,33.198380566801625
4671037029,전라남도,담양군,금성면,외추리,118,51,43.22033898305085
4671037030,전라남도,담양군,금성면,봉황리,135,51,37.77777777777778
4671038021,전라남도,담양군,용면,두장리,401,130,32.418952618453865
4671038022,전라남도,담양군,용면,통천리,220,77,35.0
4671038023,전라남도,담양군,용면,추성리,397,118,29.72292191435768
4671038024,전라남도,담양군,용면,쌍태리,276,75,27.173913043478258
4671038025,전라남도,담양군,용면,도림리,51,16,31.372549019607842
4671038026,전라남도,담양군,용면,월계리,130,27,20.76923076923077
4671038027,전라남도,담양군,용면,용연리,192,68,35.41666666666667
4671038028,전라남도,담양군,용면,용치리,110,32,29.09090909090909
4671039021,전라남도,담양군,월산면,월산리,519,166,31.984585741811177
4671039022,전라남도,담양군,월산면,월평리,346,67,19.36416184971098
4671039023,전라남도,담양군,월산면,중월리,204,68,33.33333333333333
4671039024,전라남도,담양군,월산면,용흥리,158,37,23.417721518987342
4671039025,전라남도,담양군,월산면,용암리,172,52,30.23255813953488
4671039026,전라남도,담양군,월산면,신계리,59,30,50.847457627118644
4671039027,전라남도,담양군,월산면,광암리,215,76,35.348837209302324
4671039028,전라남도,담양군,월산면,오성리,95,40,42.10526315789473
4671039029,전라남도,담양군,월산면,월계리,212,70,33.0188679245283
4671039030,전라남도,담양군,월산면,화방리,310,79,25.483870967741932
4671040021,전라남도,담양군,수북면,나산리,319,69,21.630094043887148
4671040022,전라남도,담양군,수북면,개동리,222,71,31.98198198198198
4671040023,전라남도,담양군,수북면,정중리,140,46,32.857142857142854
4671040024,전라남도,담양군,수북면,황금리,207,52,25.120772946859905
4671040025,전라남도,담양군,수북면,고성리,325,90,27.692307692307693
4671040026,전라남도,담양군,수북면,오정리,389,80,20.565552699228792
4671040027,전라남도,담양군,수북면,대방리,903,162,17.940199335548172
4671040028,전라남도,담양군,수북면,궁산리,340,93,27.35294117647059
4671040029,전라남도,담양군,수북면,두정리,196,62,31.63265306122449
4671040030,전라남도,담양군,수북면,주평리,403,106,26.302729528535977
4671040031,전라남도,담양군,수북면,풍수리,256,81,31.640625
4671040032,전라남도,담양군,수북면,남산리,118,41,34.74576271186441
4671040033,전라남도,담양군,수북면,대흥리,148,35,23.64864864864865
4671040034,전라남도,담양군,수북면,수북리,432,72,16.666666666666664
4671040035,전라남도,담양군,수북면,담빛리,365,10,2.73972602739726
4671041021,전라남도,담양군,대전면,대치리,1440,293,20.34722222222222
4671041022,전라남도,담양군,대전면,평장리,201,53,26.368159203980102
4671041023,전라남도,담양군,대전면,서옥리,97,31,31.958762886597935
4671041024,전라남도,담양군,대전면,중옥리,222,70,31.53153153153153
4671041025,전라남도,담양군,대전면,응용리,198,47,23.737373737373737
4671041026,전라남도,담양군,대전면,태목리,257,74,28.793774319066145
4671041027,전라남도,담양군,대전면,강의리,200,70,35.0
4671041028,전라남도,담양군,대전면,월본리,354,88,24.858757062146893
4671041029,전라남도,담양군,대전면,병풍리,197,49,24.873096446700508
4671041030,전라남도,담양군,대전면,행성리,569,129,22.671353251318102
4671041031,전라남도,담양군,대전면,성산리,145,54,37.24137931034483
4671041032,전라남도,담양군,대전면,갑향리,280,99,35.35714285714286
4672025021,전라남도,곡성군,곡성읍,읍내리,2989,634,21.211107393777183
4672025022,전라남도,곡성군,곡성읍,학정리,1728,182,10.532407407407407
4672025023,전라남도,곡성군,곡성읍,교촌리,288,54,18.75
4672025024,전라남도,곡성군,곡성읍,죽동리,468,112,23.931623931623932
4672025025,전라남도,곡성군,곡성읍,신월리,175,59,33.714285714285715
4672025026,전라남도,곡성군,곡성읍,월봉리,89,27,30.337078651685395
4672025027,전라남도,곡성군,곡성읍,구원리,326,106,32.515337423312886
4672025028,전라남도,곡성군,곡성읍,서계리,89,18,20.224719101123593
4672025029,전라남도,곡성군,곡성읍,대평리,435,164,37.701149425287355
4672025030,전라남도,곡성군,곡성읍,신리,153,62,40.52287581699346
4672025031,전라남도,곡성군,곡성읍,동산리,63,31,49.2063492063492
4672025032,전라남도,곡성군,곡성읍,장선리,191,83,43.455497382198956
4672025033,전라남도,곡성군,곡성읍,신기리,337,148,43.916913946587535
4672025034,전라남도,곡성군,곡성읍,묘천리,205,87,42.4390243902439
4672031021,전라남도,곡성군,오곡면,오지리,778,288,37.01799485861182
4672031022,전라남도,곡성군,오곡면,덕산리,77,30,38.961038961038966
4672031023,전라남도,곡성군,오곡면,침곡리,82,22,26.82926829268293
4672031024,전라남도,곡성군,오곡면,송정리,52,23,44.230769230769226
4672031025,전라남도,곡성군,오곡면,봉조리,96,43,44.79166666666667
4672031026,전라남도,곡성군,오곡면,압록리,244,87,35.65573770491803
4672031027,전라남도,곡성군,오곡면,명산리,85,18,21.176470588235293
4672031028,전라남도,곡성군,오곡면,승법리,65,20,30.76923076923077
4672031029,전라남도,곡성군,오곡면,구성리,123,39,31.70731707317073
4672031030,전라남도,곡성군,오곡면,미산리,179,50,27.932960893854748
4672032021,전라남도,곡성군,삼기면,원등리,285,111,38.94736842105263
4672032022,전라남도,곡성군,삼기면,월경리,86,39,45.348837209302324
4672032023,전라남도,곡성군,삼기면,괴소리,248,90,36.29032258064516
4672032024,전라남도,곡성군,삼기면,의암리,79,33,41.77215189873418
4672032025,전라남도,곡성군,삼기면,금반리,168,42,25.0
4672032026,전라남도,곡성군,삼기면,청계리,125,46,36.8
4672032027,전라남도,곡성군,삼기면,농소리,153,62,40.52287581699346
4672032028,전라남도,곡성군,삼기면,노동리,88,27,30.681818181818183
4672032029,전라남도,곡성군,삼기면,수산리,108,39,36.11111111111111
4672032030,전라남도,곡성군,삼기면,근촌리,174,77,44.252873563218394
4672032031,전라남도,곡성군,삼기면,경악리,75,41,54.666666666666664
4672032032,전라남도,곡성군,삼기면,금계리,44,21,47.72727272727273
4672033021,전라남도,곡성군,석곡면,석곡리,656,167,25.45731707317073
4672033022,전라남도,곡성군,석곡면,능파리,213,88,41.31455399061033
4672033023,전라남도,곡성군,석곡면,덕흥리,148,53,35.810810810810814
4672033024,전라남도,곡성군,석곡면,당월리,121,47,38.84297520661157
4672033025,전라남도,곡성군,석곡면,방송리,147,57,38.775510204081634
4672033026,전라남도,곡성군,석곡면,연반리,188,84,44.680851063829785
4672033027,전라남도,곡성군,석곡면,죽산리,87,37,42.5287356321839
4672033028,전라남도,곡성군,석곡면,온수리,99,55,55.55555555555556
4672033029,전라남도,곡성군,석곡면,염곡리,180,73,40.55555555555556
4672033030,전라남도,곡성군,석곡면,유정리,172,61,35.46511627906977
4672033031,전라남도,곡성군,석곡면,구봉리,120,37,30.833333333333336
4672033032,전라남도,곡성군,석곡면,봉전리,73,36,49.31506849315068
4672034021,전라남도,곡성군,목사동면,평리,235,84,35.74468085106383
4672034022,전라남도,곡성군,목사동면,동암리,76,31,40.78947368421053
4672034023,전라남도,곡성군,목사동면,구룡리,42,16,38.095238095238095
4672034024,전라남도,곡성군,목사동면,용사리,42,15,35.714285714285715
4672034025,전라남도,곡성군,목사동면,수곡리,80,28,35.0
4672034026,전라남도,곡성군,목사동면,범계리,61,20,32.78688524590164
4672034027,전라남도,곡성군,목사동면,공북리,151,59,39.0728476821192
4672034028,전라남도,곡성군,목사동면,대곡리,163,76,46.62576687116564
4672034029,전라남도,곡성군,목사동면,신기리,67,20,29.850746268656714
4672034030,전라남도,곡성군,목사동면,죽정리,152,66,43.42105263157895
4672034031,전라남도,곡성군,목사동면,용봉리,98,35,35.714285714285715
4672034032,전라남도,곡성군,목사동면,신전리,157,59,37.57961783439491
4672035021,전라남도,곡성군,죽곡면,태평리,344,111,32.26744186046512
4672035022,전라남도,곡성군,죽곡면,화양리,81,27,33.33333333333333
4672035023,전라남도,곡성군,죽곡면,봉정리,206,78,37.86407766990291
4672035024,전라남도,곡성군,죽곡면,신풍리,125,37,29.599999999999998
4672035025,전라남도,곡성군,죽곡면,연화리,60,23,38.333333333333336
4672035026,전라남도,곡성군,죽곡면,삼태리,124,27,21.774193548387096
4672035027,전라남도,곡성군,죽곡면,당동리,146,59,40.41095890410959
4672035028,전라남도,곡성군,죽곡면,남양리,49,21,42.857142857142854
4672035029,전라남도,곡성군,죽곡면,유봉리,88,32,36.36363636363637
4672035030,전라남도,곡성군,죽곡면,동계리,145,58,40.0
4672035031,전라남도,곡성군,죽곡면,원달리,153,53,34.64052287581699
4672035032,전라남도,곡성군,죽곡면,고치리,89,27,30.337078651685395
4672035033,전라남도,곡성군,죽곡면,용정리,102,46,45.09803921568628
4672035034,전라남도,곡성군,죽곡면,하한리,156,54,34.61538461538461
4672036021,전라남도,곡성군,고달면,목동리,335,114,34.02985074626866
4672036022,전라남도,곡성군,고달면,뇌죽리,116,50,43.103448275862064
4672036023,전라남도,곡성군,고달면,대사리,155,49,31.61290322580645
4672036024,전라남도,곡성군,고달면,백곡리,214,90,42.05607476635514
4672036025,전라남도,곡성군,고달면,고달리,150,58,38.666666666666664
4672036026,전라남도,곡성군,고달면,호곡리,40,8,20.0
4672036027,전라남도,곡성군,고달면,두가리,113,47,41.5929203539823
4672037021,전라남도,곡성군,옥과면,옥과리,744,113,15.188172043010754
4672037022,전라남도,곡성군,옥과면,죽림리,1094,165,15.082266910420476
4672037023,전라남도,곡성군,옥과면,리문리,493,101,20.486815415821503
4672037024,전라남도,곡성군,옥과면,설옥리,132,34,25.757575757575758
4672037025,전라남도,곡성군,옥과면,율사리,332,83,25.0
4672037026,전라남도,곡성군,옥과면,무창리,493,127,25.760649087221093
4672037027,전라남도,곡성군,옥과면,주산리,246,86,34.959349593495936
4672037028,전라남도,곡성군,옥과면,수리,169,75,44.37869822485207
4672037029,전라남도,곡성군,옥과면,소룡리,96,25,26.041666666666668
4672037030,전라남도,곡성군,옥과면,합강리,129,57,44.18604651162791
4672037031,전라남도,곡성군,옥과면,황산리,96,23,23.958333333333336
4672038021,전라남도,곡성군,입면,매월리,199,73,36.68341708542713
4672038022,전라남도,곡성군,입면,흑석리,95,42,44.21052631578947
4672038023,전라남도,곡성군,입면,대장리,40,15,37.5
4672038024,전라남도,곡성군,입면,약천리,120,47,39.166666666666664
4672038025,전라남도,곡성군,입면,만수리,87,35,40.229885057471265
4672038026,전라남도,곡성군,입면,금산리,158,47,29.746835443037973
4672038027,전라남도,곡성군,입면,서봉리,184,63,34.23913043478261
4672038028,전라남도,곡성군,입면,제월리,161,64,39.75155279503105
4672038029,전라남도,곡성군,입면,창정리,174,64,36.7816091954023
4672038030,전라남도,곡성군,입면,입석리,159,60,37.735849056603776
4672038031,전라남도,곡성군,입면,삼오리,226,76,33.6283185840708
4672038032,전라남도,곡성군,입면,송전리,697,86,12.338593974175035
4672039021,전라남도,곡성군,겸면,현정리,149,59,39.59731543624161
4672039022,전라남도,곡성군,겸면,가정리,194,71,36.597938144329895
4672039023,전라남도,곡성군,겸면,평장리,133,33,24.81203007518797
4672039024,전라남도,곡성군,겸면,마전리,137,50,36.496350364963504
4672039025,전라남도,곡성군,겸면,산정리,81,20,24.691358024691358
4672039026,전라남도,곡성군,겸면,상덕리,89,37,41.57303370786517
4672039027,전라남도,곡성군,겸면,괴정리,187,68,36.36363636363637
4672039028,전라남도,곡성군,겸면,대명리,94,35,37.234042553191486
4672039029,전라남도,곡성군,겸면,송강리,112,43,38.392857142857146
4672039030,전라남도,곡성군,겸면,운교리,139,45,32.37410071942446
4672039031,전라남도,곡성군,겸면,칠봉리,147,57,38.775510204081634
4672039032,전라남도,곡성군,겸면,남양리,145,38,26.20689655172414
4672040021,전라남도,곡성군,오산면,봉동리,284,98,34.50704225352113
4672040022,전라남도,곡성군,오산면,율천리,66,22,33.33333333333333
4672040023,전라남도,곡성군,오산면,단사리,99,20,20.2020202020202
4672040024,전라남도,곡성군,오산면,조양리,130,45,34.61538461538461
4672040025,전라남도,곡성군,오산면,선세리,145,44,30.344827586206897
4672040026,전라남도,곡성군,오산면,가곡리,185,70,37.83783783783784
4672040027,전라남도,곡성군,오산면,청단리,116,32,27.586206896551722
4672040028,전라남도,곡성군,오산면,연화리,229,70,30.567685589519648
4672040029,전라남도,곡성군,오산면,운곡리,190,51,26.842105263157894
4673025021,전라남도,구례군,구례읍,봉동리,2452,507,20.67699836867863
4673025022,전라남도,구례군,구례읍,봉남리,1488,366,24.596774193548388
4673025023,전라남도,구례군,구례읍,백련리,1544,222,14.378238341968913
4673025024,전라남도,구례군,구례읍,산성리,125,41,32.800000000000004
4673025025,전라남도,구례군,구례읍,신월리,394,140,35.53299492385787
4673025026,전라남도,구례군,구례읍,봉서리,1550,349,22.516129032258064
4673025027,전라남도,구례군,구례읍,원방리,163,64,39.263803680981596
4673025028,전라남도,구례군,구례읍,논곡리,91,22,24.175824175824175
4673025029,전라남도,구례군,구례읍,계산리,311,93,29.903536977491964
4673025030,전라남도,구례군,구례읍,봉북리,2192,441,20.118613138686133
4673031021,전라남도,구례군,문척면,월전리,540,121,22.407407407407405
4673031022,전라남도,구례군,문척면,죽마리,338,126,37.278106508875744
4673031023,전라남도,구례군,문척면,금정리,265,93,35.094339622641506
4673031024,전라남도,구례군,문척면,중산리,137,43,31.386861313868614
4673032021,전라남도,구례군,간전면,간문리,186,65,34.946236559139784
4673032022,전라남도,구례군,간전면,수평리,155,45,29.03225806451613
4673032023,전라남도,구례군,간전면,흥대리,194,92,47.42268041237113
4673032024,전라남도,구례군,간전면,중대리,138,49,35.507246376811594
4673032025,전라남도,구례군,간전면,운천리,195,57,29.230769230769234
4673032026,전라남도,구례군,간전면,금산리,110,29,26.36363636363636
4673032027,전라남도,구례군,간전면,양천리,189,66,34.92063492063492
4673032028,전라남도,구례군,간전면,삼산리,78,37,47.43589743589743
4673032029,전라남도,구례군,간전면,효곡리,168,59,35.11904761904761
4673033021,전라남도,구례군,토지면,구산리,370,111,30.0
4673033022,전라남도,구례군,토지면,파도리,279,122,43.727598566308245
4673033023,전라남도,구례군,토지면,외곡리,346,84,24.277456647398843
4673033024,전라남도,구례군,토지면,용두리,104,32,30.76923076923077
4673033025,전라남도,구례군,토지면,오미리,269,103,38.28996282527881
4673033026,전라남도,구례군,토지면,송정리,116,30,25.862068965517242
4673033027,전라남도,구례군,토지면,내동리,259,46,17.760617760617762
4673033028,전라남도,구례군,토지면,내서리,207,67,32.367149758454104
4673033029,전라남도,구례군,토지면,문수리,172,32,18.6046511627907
4673033030,전라남도,구례군,토지면,금내리,318,120,37.735849056603776
4673034021,전라남도,구례군,마산면,마산리,439,148,33.712984054669704
4673034022,전라남도,구례군,마산면,광평리,380,100,26.31578947368421
4673034023,전라남도,구례군,마산면,사도리,345,111,32.17391304347826
4673034024,전라남도,구례군,마산면,황전리,426,116,27.230046948356808
4673034025,전라남도,구례군,마산면,갑산리,203,83,40.88669950738916
4673034026,전라남도,구례군,마산면,냉천리,695,187,26.906474820143885
4673035021,전라남도,구례군,광의면,연파리,280,127,45.357142857142854
4673035022,전라남도,구례군,광의면,방광리,260,107,41.15384615384615
4673035023,전라남도,구례군,광의면,대산리,253,100,39.52569169960474
4673035024,전라남도,구례군,광의면,지천리,389,163,41.90231362467866
4673035025,전라남도,구례군,광의면,수월리,284,112,39.436619718309856
4673035026,전라남도,구례군,광의면,대전리,219,87,39.726027397260275
4673035027,전라남도,구례군,광의면,온당리,356,105,29.49438202247191
4673035028,전라남도,구례군,광의면,구만리,98,42,42.857142857142854
4673036021,전라남도,구례군,용방면,용정리,172,66,38.372093023255815
4673036022,전라남도,구례군,용방면,신지리,153,64,41.830065359477125
4673036023,전라남도,구례군,용방면,사림리,196,70,35.714285714285715
4673036024,전라남도,구례군,용방면,용강리,239,84,35.146443514644346
4673036025,전라남도,구례군,용방면,중방리,194,71,36.597938144329895
4673036026,전라남도,구례군,용방면,신도리,198,86,43.43434343434344
4673036027,전라남도,구례군,용방면,죽정리,199,56,28.14070351758794
4673037021,전라남도,구례군,산동면,원촌리,357,89,24.92997198879552
4673037022,전라남도,구례군,산동면,원달리,95,35,36.84210526315789
4673037023,전라남도,구례군,산동면,시상리,86,32,37.2093023255814
4673037024,전라남도,구례군,산동면,외산리,251,73,29.08366533864542
4673037025,전라남도,구례군,산동면,대평리,266,94,35.338345864661655
4673037026,전라남도,구례군,산동면,좌사리,273,88,32.234432234432234
4673037027,전라남도,구례군,산동면,이평리,141,63,44.680851063829785
4673037028,전라남도,구례군,산동면,신학리,147,77,52.38095238095239
4673037029,전라남도,구례군,산동면,내산리,255,91,35.68627450980392
4673037030,전라남도,구례군,산동면,관산리,261,78,29.88505747126437
4673037031,전라남도,구례군,산동면,수기리,81,20,24.691358024691358
4673037032,전라남도,구례군,산동면,계천리,185,64,34.5945945945946
4673037033,전라남도,구례군,산동면,둔사리,129,46,35.65891472868217
4673037034,전라남도,구례군,산동면,위안리,167,49,29.34131736526946
4673037035,전라남도,구례군,산동면,탑정리,162,53,32.71604938271605
4677025021,전라남도,고흥군,고흥읍,고소리,217,77,35.483870967741936
4677025022,전라남도,고흥군,고흥읍,호동리,354,165,46.61016949152542
4677025023,전라남도,고흥군,고흥읍,성촌리,179,68,37.988826815642454
4677025024,전라남도,고흥군,고흥읍,등암리,1771,250,14.11631846414455
4677025025,전라남도,고흥군,고흥읍,호형리,1209,223,18.4449958643507
4677025026,전라남도,고흥군,고흥읍,남계리,5259,792,15.059897318881918
4677025027,전라남도,고흥군,고흥읍,옥하리,729,131,17.969821673525377
4677025028,전라남도,고흥군,고흥읍,서문리,1587,282,17.76937618147448
4677025029,전라남도,고흥군,고흥읍,행정리,1108,165,14.891696750902527
4677025321,전라남도,고흥군,도양읍,장계리,306,123,40.19607843137255
4677025322,전라남도,고흥군,도양읍,관리,322,104,32.298136645962735
4677025323,전라남도,고흥군,도양읍,용정리,813,295,36.28536285362854
4677025324,전라남도,고흥군,도양읍,봉암리,7896,1884,23.860182370820667
4677025325,전라남도,고흥군,도양읍,득량리,74,43,58.108108108108105
4677025326,전라남도,고흥군,도양읍,소록리,532,319,59.962406015037594
4677025327,전라남도,고흥군,도양읍,시산리,191,70,36.64921465968586
4677031021,전라남도,고흥군,풍양면,상림리,150,57,38.0
4677031022,전라남도,고흥군,풍양면,야막리,241,77,31.950207468879665
4677031023,전라남도,고흥군,풍양면,보천리,256,133,51.953125
4677031024,전라남도,고흥군,풍양면,당두리,176,79,44.88636363636363
4677031025,전라남도,고흥군,풍양면,고옥리,334,144,43.11377245508982
4677031026,전라남도,고흥군,풍양면,한동리,243,105,43.20987654320987
4677031027,전라남도,고흥군,풍양면,안동리,127,59,46.45669291338583
4677031028,전라남도,고흥군,풍양면,매곡리,204,107,52.450980392156865
4677031029,전라남도,고흥군,풍양면,풍남리,580,234,40.3448275862069
4677031030,전라남도,고흥군,풍양면,송정리,213,108,50.70422535211267
4677031031,전라남도,고흥군,풍양면,율치리,276,116,42.028985507246375
4677031032,전라남도,고흥군,풍양면,봉양리,154,82,53.246753246753244
4677032021,전라남도,고흥군,도덕면,도덕리,510,191,37.450980392156865
4677032022,전라남도,고흥군,도덕면,신양리,519,206,39.691714836223504
4677032023,전라남도,고흥군,도덕면,가야리,706,282,39.94334277620396
4677032024,전라남도,고흥군,도덕면,봉덕리,370,185,50.0
4677032025,전라남도,고흥군,도덕면,오마리,296,113,38.17567567567568
4677032026,전라남도,고흥군,도덕면,용동리,369,150,40.65040650406504
4677033021,전라남도,고흥군,금산면,대흥리,661,184,27.83661119515885
4677033022,전라남도,고흥군,금산면,어전리,704,292,41.47727272727273
4677033023,전라남도,고흥군,금산면,신전리,301,137,45.51495016611295
4677033024,전라남도,고흥군,금산면,신촌리,694,299,43.0835734870317
4677033025,전라남도,고흥군,금산면,석정리,578,251,43.42560553633218
4677033026,전라남도,고흥군,금산면,신평리,576,250,43.40277777777778
4677033027,전라남도,고흥군,금산면,오천리,598,252,42.14046822742475
4677034021,전라남도,고흥군,도화면,가화리,583,246,42.19554030874786
4677034022,전라남도,고흥군,도화면,구암리,447,188,42.05816554809844
4677034023,전라남도,고흥군,도화면,사덕리,282,121,42.90780141843972
4677034025,전라남도,고흥군,도화면,덕중리,140,75,53.57142857142857
4677034026,전라남도,고흥군,도화면,봉산리,173,82,47.398843930635834
4677034027,전라남도,고흥군,도화면,당오리,859,265,30.849825378346914
4677034028,전라남도,고흥군,도화면,신호리,278,145,52.15827338129496
4677034029,전라남도,고흥군,도화면,봉룡리,332,139,41.86746987951807
4677034030,전라남도,고흥군,도화면,지죽리,249,87,34.93975903614458
4677034031,전라남도,고흥군,도화면,발포리,307,118,38.43648208469055
4677035021,전라남도,고흥군,포두면,남성리,516,197,38.17829457364341
4677035022,전라남도,고흥군,포두면,옥강리,387,156,40.310077519379846
4677035023,전라남도,고흥군,포두면,차동리,246,81,32.926829268292686
4677035024,전라남도,고흥군,포두면,세동리,254,107,42.125984251968504
4677035025,전라남도,고흥군,포두면,길두리,974,343,35.21560574948665
4677035026,전라남도,고흥군,포두면,상대리,483,183,37.88819875776397
4677035027,전라남도,고흥군,포두면,봉림리,224,112,50.0
4677035028,전라남도,고흥군,포두면,장수리,163,68,41.717791411042946
4677035029,전라남도,고흥군,포두면,상포리,301,109,36.21262458471761
