행정구역(읍면동),종사자수,사업체수,급여총액,매출액,영업이익,종사자당 사업체수,종사자당 급여총액,종사자당 매출액,종사자당 영업이익
이양면,1213.0,382.0,40454.0,229800.0,-6415.0,0.314921681780709,33.35037098103874,189.44765045342126,-5.288540807914262
이창동,10188.0,2412.0,271962.0,2514584.0,211914.0,0.23674911660777384,26.69434628975265,246.818217510797,20.800353356890458
일로읍,4453.0,1416.0,122994.0,601990.0,52720.0,0.3179878733438132,27.62048057489333,135.18751403548168,11.839209521670783
임자면,1280.0,518.0,27431.0,165421.0,-702.0,0.4046875,21.43046875,129.23515625,-0.5484375
임회면,2101.0,772.0,62187.0,345796.0,40078.0,0.36744407425035697,29.59876249405045,164.58638743455498,19.07567824845312
입면,5068.0,342.0,218142.0,1722391.0,20252.0,0.06748224151539069,43.04301499605367,339.85615627466456,3.996053670086819
자은면,1466.0,626.0,22422.0,118110.0,10015.0,0.42701227830832195,15.29467939972715,80.56616643929058,6.8315143246930425
작천면,733.0,258.0,23380.0,95705.0,9334.0,0.3519781718963165,31.89631650750341,130.56616643929058,12.733969986357435
장동면,640.0,180.0,12335.0,94466.0,3777.0,0.28125,19.2734375,147.603125,5.9015625
장산면,551.0,160.0,13722.0,68752.0,5002.0,0.29038112522686027,24.903811252268603,124.77676950998185,9.078039927404719
장성읍,14450.0,3770.0,515436.0,4332816.0,442942.0,0.26089965397923875,35.670311418685124,299.8488581314879,30.65342560553633
장천동,9465.0,2514.0,253499.0,2034136.0,83446.0,0.26561014263074484,26.782778658214475,214.91135763338616,8.816270470153196
장평면,1336.0,438.0,33900.0,210181.0,13640.0,0.3278443113772455,25.37425149700599,157.32110778443115,10.209580838323353
장흥읍,23473.0,5506.0,488833.0,3165220.0,178838.0,0.23456737528223917,20.82533123162783,134.84514122608954,7.618881267839646
저전동,2036.0,610.0,41484.0,139986.0,10163.0,0.29960707269155207,20.37524557956778,68.75540275049116,4.991650294695481
점암면,1275.0,418.0,20853.0,117611.0,5476.0,0.32784313725490194,16.35529411764706,92.24392156862746,4.294901960784314
조곡동,3127.0,1228.0,65402.0,298642.0,15075.0,0.3927086664534698,20.915254237288135,95.50431723696833,4.820914614646626
조도면,1143.0,438.0,35897.0,263489.0,5657.0,0.38320209973753283,31.405949256342957,230.52405949256342,4.94925634295713
조성면,1632.0,652.0,29160.0,240378.0,25008.0,0.39950980392156865,17.86764705882353,147.29044117647058,15.323529411764707
주삼동,18707.0,3066.0,731332.0,3397988.0,238903.0,0.16389586785695195,39.09402897311167,181.6425936815096,12.77078099107286
주암면,2944.0,814.0,68922.0,396846.0,29633.0,0.2764945652173913,23.41100543478261,134.7982336956522,10.06555706521739
죽곡면,786.0,350.0,12488.0,39348.0,2406.0,0.44529262086513993,15.888040712468193,50.06106870229008,3.0610687022900764
죽교동,2079.0,730.0,42330.0,200916.0,44174.0,0.3511303511303511,20.360750360750362,96.64069264069263,21.24771524771525
중마동,45399.0,11368.0,1149728.0,7157745.0,441784.0,0.2504019912332871,25.324963104914204,157.66305425229632,9.731139452410845
중앙동,11755.0,5730.0,173716.0,1476279.0,126981.0,0.4874521480221182,14.77805189281157,125.58732454274777,10.802296894938324
증도면,1218.0,376.0,19921.0,78871.0,6298.0,0.30870279146141216,16.35550082101806,64.75451559934318,5.170771756978653
지도읍,2924.0,1146.0,66697.0,662401.0,57729.0,0.39192886456908343,22.810191518467853,226.5393296853625,19.743160054719564
지산면,954.0,558.0,21552.0,92457.0,9656.0,0.5849056603773585,22.59119496855346,96.91509433962264,10.121593291404611
진도읍,12212.0,3868.0,300930.0,1709853.0,116311.0,0.3167376351130036,24.64215525712414,140.0141663937111,9.524320340648542
진상면,1775.0,612.0,34239.0,139988.0,12130.0,0.3447887323943662,19.28957746478873,78.86647887323943,6.833802816901408
진원면,4047.0,996.0,97909.0,870466.0,48374.0,0.24610822831727205,24.19298245614035,215.08920187793427,11.953051643192488
진월면,2222.0,768.0,53975.0,427526.0,35250.0,0.34563456345634563,24.291179117911792,192.40594059405942,15.864086408640864
창평면,4373.0,1166.0,133304.0,733430.0,48542.0,0.2666361765378459,30.48342099245369,167.71781385776356,11.100388749142466
청계면,10812.0,2362.0,279954.0,1454366.0,75632.0,0.21846096929337772,25.89289678135405,134.5140584535701,6.995190529041805
청산면,1123.0,504.0,21228.0,101314.0,11477.0,0.44879786286731965,18.90293855743544,90.2172751558326,10.219946571682993
청풍면,372.0,200.0,7823.0,51338.0,3926.0,0.5376344086021505,21.02956989247312,138.00537634408602,10.553763440860216
춘양면,1572.0,528.0,38025.0,230443.0,11977.0,0.33587786259541985,24.188931297709924,146.59223918575063,7.618956743002545
충무동,3648.0,1446.0,68505.0,557644.0,47596.0,0.3963815789473684,18.778782894736842,152.86293859649123,13.047149122807017
칠량면,1170.0,452.0,25042.0,222906.0,17909.0,0.38632478632478634,21.403418803418802,190.5179487179487,15.306837606837608
태인동,14354.0,2718.0,593537.0,5965295.0,429793.0,0.18935488365612374,41.3499372997074,415.5841577260694,29.942385397798525
토지면,1194.0,602.0,20348.0,78065.0,6961.0,0.5041876046901173,17.041876046901173,65.38107202680067,5.82998324958124
팔금면,654.0,180.0,12138.0,49050.0,10290.0,0.27522935779816515,18.559633027522935,75.0,15.73394495412844
포두면,1672.0,794.0,34498.0,222637.0,30914.0,0.4748803827751196,20.632775119617225,133.1561004784689,18.489234449760765
풍덕동,7836.0,2710.0,233145.0,1100920.0,83091.0,0.3458397141398673,29.753062787136294,140.4951505870342,10.60375191424196
풍양면,2669.0,642.0,59088.0,456884.0,37873.0,0.24053952791307606,22.138628699887597,171.18171599850132,14.189958786062196
하당동,15523.0,4400.0,421227.0,2868265.0,234469.0,0.28345036397603557,27.135669651484893,184.7751723249372,15.104618952522063
하의면,792.0,334.0,14201.0,52649.0,4498.0,0.4217171717171717,17.930555555555557,66.4760101010101,5.679292929292929
학교면,4206.0,842.0,112136.0,822212.0,66503.0,0.20019020446980504,26.660960532572517,195.48549690917736,15.811459819305753
학산면,2110.0,984.0,42753.0,232413.0,15562.0,0.4663507109004739,20.26208530805687,110.1483412322275,7.375355450236967
한려동,4316.0,1050.0,99910.0,421869.0,26712.0,0.2432808155699722,23.148748841519925,97.74536607970343,6.189063948100093
한천면,920.0,330.0,20952.0,99745.0,5721.0,0.358695652173913,22.77391304347826,108.41847826086956,6.218478260869565
함평읍,10228.0,2650.0,293246.0,2118054.0,148085.0,0.2590926867422761,28.670903402424717,207.08388736800939,14.478392647633946
해남읍,26983.0,7678.0,748252.0,4803623.0,334683.0,0.2845495311863025,27.730496979579737,178.02405218100284,12.403476262832154
해룡면,36079.0,10210.0,975891.0,10667396.0,1221640.0,0.2829901050472574,27.048726405942514,295.667729149921,33.86014024778957
해보면,3526.0,1436.0,78113.0,863102.0,56884.0,0.40726035167328417,22.153431650595575,244.78218944980148,16.132728304027225
해제면,2367.0,1000.0,38499.0,365385.0,18007.0,0.4224757076468103,16.26489226869455,154.36628643852978,7.607520067596114
향동,2196.0,928.0,34098.0,812412.0,33023.0,0.4225865209471767,15.527322404371585,369.95081967213116,15.037795992714026
현경면,2997.0,1290.0,54287.0,488150.0,18360.0,0.43043043043043044,18.11378044711378,162.87954621287955,6.126126126126126
현산면,1456.0,538.0,26091.0,217580.0,23721.0,0.3695054945054945,17.919642857142858,149.4368131868132,16.291895604395606
홍농읍,8704.0,1036.0,520732.0,3959541.0,487204.0,0.11902573529411764,59.82674632352941,454.9105009191176,55.974724264705884
화산면,2147.0,676.0,32869.0,356093.0,37280.0,0.3148579413134606,15.30926874708896,165.85607824871914,17.36376339077783
화순읍,38067.0,9170.0,1154828.0,6144287.0,647640.0,0.24089106049859457,30.336722095253105,161.4071768198177,17.013161005595396
화양면,3957.0,1082.0,102892.0,614648.0,41651.0,0.2734394743492545,26.00252716704574,155.3318170331059,10.525903462218853
화원면,4022.0,754.0,139405.0,1454063.0,95789.0,0.18746892093485829,34.66061660865241,361.52734957732474,23.81626056688215
화정면,928.0,300.0,19919.0,64394.0,2166.0,0.3232758620689655,21.464439655172413,69.39008620689656,2.334051724137931
황룡면,5982.0,1340.0,170805.0,1664545.0,78664.0,0.22400534938147776,28.553159478435305,278.25894349715816,13.150117017719825
황산면,2878.0,1362.0,50937.0,526042.0,49004.0,0.47324530924252955,17.69874913134121,182.78040305767894,17.027102154273802
황전면,1466.0,650.0,26424.0,153651.0,5158.0,0.4433833560709413,18.024556616643927,104.80968622100956,3.518417462482947
회진면,1751.0,612.0,30215.0,188948.0,12030.0,0.34951456310679613,17.25585379782981,107.90862364363221,6.870359794403198
회천면,1480.0,636.0,26649.0,430406.0,154648.0,0.4297297297297297,18.00608108108108,290.8148648648649,104.4918918918919
흑산면,1969.0,754.0,46842.0,414906.0,8291.0,0.382935500253936,23.789740985271713,210.7191467750127,4.2107668867445405
